Text,Emotion,Label
i always put up a strong front care for others looking into peoples welfare before my own but in the end i feel really shitty,sadness,0
i feel super good,happy,5
i feel intimidated by the wide open design and therefore find it hard to write,fear,4
i often feel offended by life,anger,1
i do not feel like a child and yet i could see myself giving into that carefree way of lestat,happy,5
i hear such stories i feel cold,anger,1
i learned the silent crushing pain of not being wanted and feeling i was unloved,sadness,0
i sometimes feel very vulnerable,fear,4
i still couldnt believe that they are in that much pain to not feel happy when other people are celebrating grandiosely,happy,5
i feel like i am kinda being bitchy to alot of people but whatever,anger,1
i refuse to feel guilty,sadness,0
i feel uglier and more strange deformed and awkward looking than i had already felt,fear,4
i feel its a must that i exspress my sincere appriciation for all your efforts,happy,5
i feel like an ass when i have to ask someone what their delicious looking dessert is made of,happy,5
i feel like im presenting myself in a less hostile manner now when i am dragged to an event or gathering full of stupid fake people,anger,1
i feel reassured by how well we get on how much we love each other and i wonder why i ever worried,happy,5
is that you feel it more than hear it and the vibrations are so gentle that it doesnt bother me,love,2
i seem down its probably because i feel a bit defeated,sadness,0
i wonder how shed feel about supporting me,love,2
i feel more self assured with making the decision to move to la and try to get to the point where i am directing films,happy,5
i feel so helpless because i dont know what more to do,fear,4
im left feeling paranoid and like it keeps getting harder to feel happy,fear,4
i was going to feel worthless around skinny people while i m humungous,sadness,0
i ask you when folks park why do they feel it is smart to park with only or inches separating your car from the one in front or behind you,happy,5
i was feeling wednesday night so i wasn t thrilled to be in training again ha,happy,5
i still dont know what to make of it all but somehow i feel even more assured that what i teach works,happy,5
im kind of at a stage whereby im feeling disillusioned about being myself,sadness,0
i feel that should hurt more than is does she grimaced,sadness,0
i am not sure what would make me feel content if anything,happy,5
i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive,anger,1
i started feeling ugly and started all over again,sadness,0
i feel very blessed to have a new team of doctors that are by my side and listen,love,2
i feel very innocent and chaste now,happy,5
i confused my feelings with the truth because i liked the view when there was me and you i cant believe that i could be so blind its like you were floating when i was falling and i didnt mind because i like the view i thought you felt it too when there was me and you lyrics from a href http www,love,2
i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,anger,1
im afraid im in an environment that makes me feel more relaxed cause,happy,5
